,review,rating,thumbs_up_count,review_version,date,app_version,platform,title
158,"My biggest question was if I was going to be able to read the data without my glasses and can tell you No problem as the data is easy to read and very clear in my vision. 

I have recently started running Triathlon events and was struggling with the swimming portion. I have been looking into Form goggles for a while and decided to purchase them as I do all my swimming in open water. My first impression is they were very easy to set up and connect to my Garmin 745 watch. After several swims I can already see they are helping me swim farther by knowing the distance I have covered as well as time length and pace of my swim. I set a goal of distance and/or time I want to swim and now I know when I have completed my goal. 

Another benefit to me is the fact that in open water lake swimming I can’t see the bottom so it was like swimming in the dark whenever face was in the water and now I focus on the data which is very easy to read.",5,,,2021-08-02 17:08:07,,AppStore,Very motivating
159,"This has been a game changer in how I swim. First, the app is great and is the required companion for the Form goggles. The goggles are amazing and after almost half a year of reliable swim tracking in the mornings and at night, I love these goggles and the app. They are fast, reliable, the screen is clear underwater and gets out of the way. Most importantly it lets me enjoy my swims without counting in my head and lets me have the data to know how I am performing and set timing goals to improve. I don’t know how it knows my stroke type, but again these goggles and the app are magic and I highly recommend them both!",5,,,2020-11-25 14:41:27,,AppStore,I love these goggles
160,"The googles are fine and the workout generation is fine. However, something as basic as pausing your workout plan or being able to go back and pick up in you plan where you left off is not possible. If, for whatever reason, I don’t have the ability to complete 3 swims a week for 8 weeks, I should be able to go back to the last swim I completed and start from there. The progression system is time locked like an AFK video game. There’s no reason that I should have to wait 7 days for a workout week to unlock and then not be able to go back and complete missed workouts. Part of this is building endurance or achieving a goal set in the plan and if I don’t take the proper steps of progression then I don’t get as much out of week 7 as I could if I left off on week 3 This seems like a HUGE miss on their part and completely neuters an entire aspect of what could make this set up great.",3,,,2022-08-31 15:57:28,,AppStore,"It’s fine, but not revolutionary"
161,"This and bone conduction headphones have me swimming 2-3 times a week. The workout planner is awesome - it keeps it interesting. 

My feature request to the developer - please allow setting a critical swim pace, and allowing the workout builder to set intensity based on that, so that in the pre set instructions it can give a time per lap to shoot for. Or even allowing custom notes where I could enter that. 

Thanks for a game changing product!",5,,,2023-03-13 06:25:25,,AppStore,Made me fall back in love with swimming
162,"I love the product and app. Everything is done very well and I can’t imagine my life without the googles. Some reviews claim that this product should be for serious swimmers. I am a terrible form, overweight guy trying to lose 100 pounds and this app and googles have already made a big difference and I’m swimming longer. So thankful for this product. It is for everyone!",5,,,2020-06-14 20:52:42,,AppStore,Great product and app one suggestion
163,"I love these goggles so much, but when it comes to charging them the goggles won’t charge well. I’ll put them on the charger and the red light comes on. I’ve tried to fix this issue by rearranging the way the charger connects to the goggles, but the light stays red except for some spots that are green. The problem with this is that the goggles are never guaranteed to be charged when I leave them with a green light. I understand that the goggles are new and still working through updates and I really appreciate what this company has done for swimming!",4,,,2019-10-28 01:33:56,,AppStore,Charger problems
164,"I like the FORM goggles and what they provide, but I just cannot understand why I need to pay an extra $19 a month to import workouts I write myself into a product I already own. 

If I wanted to access the library, or share workouts with my friends (spoiler - I have none. I’m a triathlete… lol) that would be one thing. But it seems exploitative to force me to pay a recurring fee to use even the most basic feature.

I just want to see my own workouts in front of me. Why do I have to send money to other people for that privilege?!",2,,,2023-09-28 06:21:28,,AppStore,Good Goggles - Do Not Like Plan Structure
165,I don’t understand their pricing but right now I don’t care because I like this app and my goggles so much. It was always so annoying to me to have to remember my labs. How to stop and click a clicker or write something down.  No more. I just swim. I just got the polar optical sensor I haven’t quite figured out how to connect it but when I do I may write more,5,,,2021-12-17 07:23:32,,AppStore,Just the best deal going
166,"I love these revolutionary goggles! I think it is great to read your performance and be able to make any changes immediately rather then at the end of your lap. I believe it motivates you to go further and do better. 

My one wish would be if it worked with Garmin Fenix 5X and the triHRM Heart belt. I use my Garmin watch all the time and when synced I have two swimming data that comes one from Form and the other from Garmin. :-( Strava doesn’t connect these two data either so it is a bit manual process to combine these two separately. 

The battery lasts long, cleaning and maintenance is easy. I think you only loose 25% of your vision not 50% as some mentioned because the data is transparent. 

I recommend every swimmer enthusiast these goggles.",4,,,2023-12-14 15:56:45,,AppStore,Googles of the Century
167,"After admiring them for awhile, I’m very grateful to have been gifted a pair of Form goggles by my teammate. I’m fascinated by all the metrics available upon synching and am very happy with the very user friendly interface!  I really look forward to learning more about my swims afterwards as well as seeing the real time info available as I swim!!!",5,,,2022-12-14 00:00:44,,AppStore,Excellent
168,"I was really disappointed to learn the collected data from the Form Goggles cannot be pushed to Garmin Connect. Form should take a look at how Zwift (for cycling) does it because it cannot be that hard!

UPDATE:
Response from Form: “Unfortunately this is due to a limitation from Garmin's side and we are not able to send them our data.”

My Response:
First, thank you for responding, it shows Form cares about customer satisfaction. However, Zwift (and I’m sure others) seems to send data to Garmin Connect just fine, how is this Garmin’s limitation? 

BTW, I’ve been a developer for 25 years so I can understand technical limitations between disparate systems but if other platforms are pushing data to Garmin, the problem is most likely NOT them.",3,,,2022-05-04 10:24:55,,AppStore,Doesn’t Push Data to Garmin Connect
169,I love the idea behind this as it records your laps and swims and just the rest timer itself is awesome just to keep you on schedule with your workout.  What I really wish for is a current lap timer during your swim.  I have the settings to have it turned off mid lap then just flash split times after the turn.  But seeing the time of the current lap I feel would be a big motivator and helpful to keep you on pace,4,,,2020-01-04 21:30:46,,AppStore,Really good googles and app
170,"Goggles/software do function well and as advertised. However, subscription price for workouts in addition to the high initial cost of buying their product is a slap in the face. Almost every other sport tracking wearable gives you the ability to integrate workouts with no extra cost. I will stick to manually performing workouts with the unsubscribed version until they break, then likely seek a different brand.",3,,,2021-08-25 20:39:27,,AppStore,Subscription??
171,If a user can estimate their DPS (distance per stroke) in the settings it would be possible to calculate distance swam in open water setting without GPS since Form already calculates stroke rate. Understanding that this is all estimated... it is a motivation tool for a swimmer.  Swimming with a watch is annoying and I will never do it. That is why I bought Form. Would be cool to see an estimated distance so I don’t have to do the math myself.,4,,,2020-09-13 18:29:59,,AppStore,Open Water distance swim without GPS
172,"I bought the goggles for the real-time telemetry.  The true potential was the workouts.  I stay engaged and improving without boredom.  I use a plentiful variety of structured workouts that use drills, equipment and just plain fun to pour on the power!  My times are improving too.",5,,,2023-06-20 01:43:57,,AppStore,Unlock Your Potential!
173,"I have these googles and they are pretty neat.  I’m fortunate to be grandfathered in and the workouts features are nice.  I’m very disappointed that Form decided to move to a subscription model for any future users.  You CAN NOT use these goggles without a subscription now.

The subscription is on par with the cost of a Peleton subscription and more than Zwift or Wahoo Systm, and provides way less value.

See below the email I received from FORM.

If you purchased your goggles before May 26, your FORM experience won't change. But we wanted to let you know what's changing for swimmers who purchase after May 26. Real-time metrics in pool, open water, and swim spa are now part of the FORM membership. New swimmers will be required to have an active membership to access this and all member features.",1,,,2022-05-30 00:33:34,,AppStore,Buyer Beware - Subscription Required to Use Goggles
174,"The googles are great! The app is also clean and easy to use. However, as a competitive swimmer many of the workouts are very simple. I would like the ability to create my own workouts so then I have complete control on the workouts and then could align with my workout schedule.",3,,,2022-05-08 16:24:52,,AppStore,Needs the Ability to Create Custom Workouts
175,"I have been using the goggles regularly for both pool and OW swims. Both with Apple Watch and Garmin connect as the goggles when used for OW simply function as a display while the Watch control the recording and swim.

1. Current pace not available, only average page for entire workout
2. HR displayed after pausing workout is wrong, both in FORM app and goggles. Heart rate shown is 20 BPM above actual rate and when examine using the FORM app the entire second half of the swim has HR increased by 20 BPM compared to first half.

In short totally unreliable data.

Furthermore this kind of errors are obvious software bugs and reveals that the goggles have not been tested properly when used for OW swims.

The only thing the goggles can be used for during OW swim is to display the total distance.",1,,,2022-07-04 15:59:07,,AppStore,Unfinished product with serious shortcomings
176,"Compared to regular swim googles these googles reduce your vision by about 50 percent. That’s a big trade off to have have data that is available, slightly delayed, from other sources like Apple Watch and and pool time clocks.  Open water swimming requires navigation and spotting landmarks.  This is extremely difficult with the tunnel vision and smoked tint of these google.  Feels like you are swimming in a cave.  Fit is average as the googles can be worn with either side up which is sub-optimal for a good fit.",1,,,2021-06-14 12:11:27,,AppStore,Wait for later generations
177,These goggles are fantastic and the app is the perfect complement. It lets me dig into my swim data to track my performance improvement. The app is well laid out and intuitive and allows you to share workout data among friends.,5,,,2019-08-28 05:06:26,,AppStore,Great new product for swimmers
178,"Form is the best in swimming metrics. The display quality and comfort of the googles are uniquely awesome, as well as the app! The only missing feature to be able set a certain distance to reach for the ability to count down and show the remaining distance. This is a base for a long distance swimmer.",4,,,2022-03-29 22:47:22,,AppStore,Awesome with a small miss
179,"These puppies are amazing! The AR display helps me track my laps and splits and times and distance and calories. WHILE I swim! It’s amazing and I love them. Plus, their customer service is excellent. 10/10 thank you FORM! Legiiiiiit.",5,,,2022-06-05 00:29:02,,AppStore,Will Never Swim Without My FORM Goggles!
180,"I use a Garmin watch and Garmin connect to track my swims. Form will retrieve my data from the watch but if I just use the goggle data it won’t interface with Garmin connect. Also I accidentally deleted a swim and there is no way to re-retrieve the data or copy yesterday’s swim. It’s a new app so I get it. The goggles are awesome, clear and informative.",3,,,2019-08-21 17:36:13,,AppStore,Can only get better
181,The app is good: responsive and user friendly.  It’s great to see all the stats in one place as well as all of my workouts. Video tutorials of the drills are also very helpful,5,,,2022-12-06 01:09:15,,AppStore,Love it so far
182,"I was a bit skeptical about these goggles and did not believe the hype, then I tried them. Wow, what a remarkable change to my training and focus. I love them.",5,,,2023-02-18 14:02:03,,AppStore,"Wow, what a game changer"
183,I am enjoying the glasses and app.  Joining is too expensive considering I had to buy the goggles and already pay for pool time. Will hold on that for now,5,,,2022-01-02 16:07:14,,AppStore,review
184,"Please let me have more stats on real time like I can choose for turn and rest.

Thanks!",5,,,2020-05-31 20:05:15,,AppStore,Great! Plus Feature request
185,Cannot wait to monitor my heartbeat live. Thank you Form Team.,5,,,2019-11-24 04:25:50,,AppStore,When are we getting the new version compatible with Polar OH1+?
186,There is no app support. Multiple attempts at contact have gone unanswered for weeks. No ability to create your own workout and download to goggles. Have to join a subscription service for workouts. There are some included with the app but seem ti be geared to the novice swimmer.,1,,,2022-01-05 13:21:51,,AppStore,No support
187,Form goggles are awesome.  Takes your swimming to a whole other level! And their customer service is top notch.,5,,,2021-02-25 01:13:15,,AppStore,Awesome goggles!
188,"Love the new graphs in the app, and excited to try out some of the new dashboard options",5,,,2021-01-27 15:21:30,,AppStore,Great update!
189,Going to have to share this with our other alumni swimmers. Great product! App is cool too.,5,,,2019-08-14 13:20:02,,AppStore,Finally!
190,This app is an unexpectedly amazing bonus to using the FORM Swim Goggles.  It feels like Strava for swimmers.  Nice work to all the developers who put this together.  👌,5,,,2020-02-23 16:33:08,,AppStore,Serious Amazing App
191,Never could keep track of laps and stats. These goggles help me know where I am at and keeps me motivated.,5,,,2020-12-15 16:05:42,,AppStore,Newbie
192,Paired easily with my goggles.  Syncs fairly quickly.  The data is rich and useful.  Helps round a pretty damned strong training experience with the form goggles,4,,,2019-08-17 03:22:10,,AppStore,Straightforward data driven app
193,These goggles are great motivation to get to the pool and get fit.  Great value. Great support.   Changed swimming for this 67 year old.,5,,,2022-12-03 15:09:32,,AppStore,Great Swim Coach
194,"In a pair with Sony Waterproof headphones the googles motivates me to do more swim laps. 
Headphones keeps me entertained, and the googles tells me where I am at.",5,,,2021-02-02 02:33:54,,AppStore,Great product
195,Great tool for anyone who is interested in quantifying their performance and efficiency.  Goggles are comfortable to wear and easy to use,5,,,2020-01-03 13:23:42,,AppStore,Excellent
196,Need to be able to export data excel or a graphing widget to analyze long term trends,5,,,2020-01-03 15:35:36,,AppStore,Need an export or graphing option
197,Heads up display while swimming revolutionizes and revitalized swim practice.,5,,,2019-12-12 17:13:05,,AppStore,What a great device
198,These are great goggles!  I use them for pool swims and endless pool.  The pulse accessory works well.  I wish they’d partner with endless pool.,4,,,2022-01-27 00:37:49,,AppStore,Great pool swim & endless pool
199,How many times do I have to say 'no thanks to join your free trial? It's however many times a week I Swim! Stop harassing me,2,,,2021-09-30 12:50:45,,AppStore,Goggles amazing..app annoying
200,Make make your Coaches redundant.,5,,,2021-09-21 21:43:32,,AppStore,Great Motivator.
201,The software is decent. The actual goggles have poor field of vision for sighting in open water,2,,,2023-02-24 12:25:54,,AppStore,Decent pool. OWS needs work
202,for some reason the app doesnt work for me.,3,,,2019-12-25 14:00:04,,AppStore,"Good build, but couldnt get past the ‘create a bio’ page on the app."
203,The fit is superb. The lap count and total distance cover are inaccurate. I noticed that the unit misses flip turns occasionally.,3,,,2021-03-24 22:41:39,,AppStore,Good goggles.
204,"I love the Goggles, but then they forced me to write a review losing good will.",5,,,2023-04-24 11:42:20,,AppStore,Ughhhh
205,App is not intuitive and difficult to navigate on phone. Googles are horribly inconsistent in tracking laps.  Very disappointed.,1,,,2021-01-06 20:21:34,,AppStore,Not intuitive
206,The goggles are the best thing in the pool I just wish it would connect to the apple health app,3,,,2019-08-18 16:48:16,,AppStore,Wish it synced with health kit
207,My one complaint is the main stats can’t include Average Pace / 100 yards!,3,,,2020-09-11 00:11:55,,AppStore,Need Average pace / 100 yard
208,Every penny!,5,,,2019-12-07 16:38:09,,AppStore,Worth
209,The best gift ever!!!!,5,,,2023-01-30 00:14:19,,AppStore,So impressed
210,Love my new goggles.,5,,,2021-05-21 09:38:50,,AppStore,New
211,Love this technology!,5,,,2021-04-08 11:32:25,,AppStore,5 STAR
212,Pog u,5,,,2021-02-03 18:37:41,,AppStore,Good stuff
213,New software update broke the goggles,1,,,2020-07-30 19:52:48,,AppStore,Goggles are stuck in “updating goggles”
214,As described in title,1,,,2019-08-11 16:56:51,,AppStore,Unable to select goggle name in pairing setup. So far no luck with the app.
215,It recognizes freestyle but all my breast strokes are considered resting 😢 - I’m in a swim spa.,1,,,2023-04-05 18:22:18,,AppStore,Bad at stroke detection
216,"Great goggles, but major sync issues to Apple Health every time FORM does a software update. I think issue  is that FORM needs to be like all other exercise apps first requesting permission from customer to write or read data.  Apple privacy policy requires customer must give permission to the app to write or read data. Then FORM would be listed under Settings, Privacy, Motion and Fitness, and be able to write data.

All of my other exercise apps are listed under settings, Privacy, Motion and Fitness. Why not FORM? I never get an answer to this question from the tech team. The tech team seems to ignore customer suggestions and focuses more on upselling their new paid swim programs.

FORM’s only suggestion was  deleting  and reinstalling the app, restarting phone, but that does not solve problem  ….FORM still goes back to being listed as inactive under Active Health under Active Energy data sources.  So if you are interested in syncing FORM swim data, such as active energy calories burned to Apple Health, it does not work and the developer seems to have given up trying to fix it.

Bottom line FORM does not work to sync with Apple Health.  Since last update on 8/24/21 no data has transferred from FORM to Apple Health Active Energy. This happens everytime FORM  does an update.",2,,,2021-09-30 00:45:51,,AppStore,Does not sync to Apple Health
217,"I was excited when I first saw the Form goggles. However since seven months out of the year I do my training in open water I didn’t purchase them. I knew it would only be a matter of time before the open water functionality would be introduced. 

My husband recently gave me a pair for my birthday, and I love them! The open water functionality of the goggles by themselves is very basic. To get more detailed metrics you’ll need to pair it with another device (Garmin, Polar, etc.). I don’t own any other devices because I don’t compete much and I’m not a triathlete. However, to be able to see my elapsed time and stroke pace in the lake in real time is AWESOME! I look forward to future enhancements in the open water setting. 

I’ve also used them in a pool and they absolutely deliver! Where I swim there are no pace clocks, just a little Walmart wall clock. Again, since I don’t own other devices, I’ve gotten used to winging it a bit. These goggles have made a big difference! I love that my timer is always right in front of me (although I have to admit...apparently I’ve been slacking a bit without that accountability). I have it set for stroke pace and lap counter. I’ve been working on keeping a particular cadence depending on distance. The lap counter is extremely helpful for long sets (500-1500 stretches) because my mind wanders. Sometimes I lose count and I can hear my old coach’s mantra: “If unsure, do more.” So I’d do an extra 100 to make up for my daydreaming. No more extra distance with my Form goggles (take that, coach!). 

Finally, I love the feedback on my efficiency (or not...I have WORK to do). It’s one thing to have a good turnover but if you’re just windmilling down the lane it’s no good. This has given me great insight into where I need work. 

I would recommend these goggles to anyone as another valuable tool in their training toolbox. I’m very pleased with them so far. Now if they can just figure out how to stream HBO for those long swims....🤣",5,,,2020-11-13 12:30:30,,AppStore,Great Training Tech
218,"Great app, great goggles!",5,,,2019-08-14 21:59:42,,AppStore,"Great app, great goggles!"
