Unnamed: 0,date,review,rating,title,platform,thumbs_up_count,review_version,app_version,app
1888,2020-04-03 13:04:23,Best swimmg tactics.,5,,GooglePlayStore,2.0,1.95,1.95,swimup
1889,2023-09-16 17:48:31,Nothing is free in this app,1,,GooglePlayStore,1.0,1.98,1.98,swimup
1890,2022-06-09 22:07:16,This app is very poor,1,,GooglePlayStore,0.0,1.97,1.97,swimup
1891,2021-09-17 01:09:18,Super supper supper supper supper,5,,GooglePlayStore,0.0,1.97,1.97,swimup
1892,2021-03-19 02:29:04,Superb Tq Swimup,5,,GooglePlayStore,0.0,1.97,1.97,swimup
1893,2023-02-10 13:20:01,very nice,5,,GooglePlayStore,0.0,1.98,1.98,swimup
1894,2023-02-12 07:58:19,Good 👍,5,,GooglePlayStore,0.0,1.98,1.98,swimup
1895,2022-08-04 16:53:58,Not recommended,1,,GooglePlayStore,0.0,1.98,1.98,swimup
1896,2021-04-12 23:52:18,"Muy bueno, me sirve mucho para hacer entrenamiento y ejercitar",5,,GooglePlayStore,0.0,1.97,1.97,swimup
1897,2021-03-06 18:19:20,Very usefull👏,5,,GooglePlayStore,0.0,1.97,1.97,swimup
1898,2022-05-25 20:40:38,Excellent,5,,GooglePlayStore,0.0,1.97,1.97,swimup
1899,2021-12-11 23:17:50,Perfect,5,,GooglePlayStore,0.0,1.97,1.97,swimup
1900,2022-04-12 12:18:32,Super bro,5,,GooglePlayStore,0.0,1.97,1.97,swimup
1901,2020-03-11 05:47:09,"Спасибо, приложением генерирует интересные тренировки с детальным описанием и видео примерами. Единственное, чего не хватает так это изменения языка приложения в настройках. Очень неудобно менять каждый раз языковые настройки телефона. Жду этой настройки :)",4,,GooglePlayStore,1.0,1.95,1.95,swimup
1902,2020-02-14 18:17:17,"Спасибо, отличное приложение для тренировок. Просьба: добавьте в настройки переключение языка приложения, чтобы он не зависел от системных языковых настроек телефона.",5,,GooglePlayStore,1.0,1.81,1.81,swimup
1903,2021-09-10 21:06:55,Nice app,5,,GooglePlayStore,0.0,,,swimup
1904,2020-07-12 12:17:55,Very good,5,,GooglePlayStore,1.0,,,swimup
1905,2023-01-12 14:37:07,Paid app,3,,GooglePlayStore,0.0,,,swimup
1906,2023-05-07 17:56:00,"Amazing app, amazing coach and superb courses. I am enjoying the app so much and it motivates me to go at least twice a week for swim. I find courses are very well made and help any aspiring swimmer at all levels. 
I used to swim but the coach had changed my swim style and technique so much and it improved my swimming endurance and skill to a great extent. 
Thank you for the wonderful service. The subscription is very well worth. In fact I would say you get lot more than you pay if you are persistent with the workouts and the courses",5,Amazing app,AppStore,,,,swimup
1907,2023-12-14 10:50:01,"Learning to swim has been such an amazing journey for me, and this app has truly been a game-changer. The lessons are well-structured, making it easy to progress from basics to more advanced techniques. What I love most is the tracking feature. It keeps me motivated by showing my progress over time. The videos are super helpful, and the tips have been invaluable. Highly recommend it to anyone looking to improve their swimming skills.",5,Good app,AppStore,,,,swimup
1908,2022-01-19 21:25:36,Tried a few training apps for getting into swimming and this one is the best I’ve seen. Tips are helpful and easy to understand,5,Best swimming app,AppStore,,,,swimup
1909,2023-04-04 14:55:04,"I have been trying to learn how to freestyle without a coach. After 50+ videos saying keep your elbows up, this is the 1st videos to actually SHOW you how to do it. Also the demonstrations OUT OF WATER are very helpful. I love the way this app and it’s videos are so helpful. I began my swimming with 27-28 strokes to get me across the pool. In 5 days with the help of this training, today I crossed the pool in 17-18 strokes. I’m impressed!",4,Thank you!,AppStore,,,,swimup
1910,2020-02-17 07:20:49,"Great app! Simple as it is, works good for beginners and pros as well! Just download this app, find a pool and get that practice done!",5,Easy-peasy app,AppStore,,,,swimup
1911,2023-05-04 14:25:04,"They put me on 2 levels before champion but the workouts are way too easy. I also told the survey, I swim for 2 hrs and a minimum of 5000 yards. The training they give me is less than 2 hrs and WAY less than 5000 yards.",2,Honest oppinion of a 17 year old on a swim team,AppStore,,,,swimup
1912,2021-10-04 01:08:58,Thank you guys. Appreciate your work.,5,Great App.,AppStore,,,,swimup
1913,2021-08-01 05:34:55,"I love Swimup’s YouTube channel so I was really excited about their app. It’s a nice minimalistic app that’s simple and not complicated. But my biggest problem are the videos. Why isn’t there any sound in the videos for technique, drills, etc. I love Swimup’s YouTube videos because of the explanations. It’s very frustrating when I want to watch a video for technique and drills and there is no commentary. Due to that, the app unfortunately doesn’t live up to what the channel has proudly made themselves to be :/",3,"I really want to like the app, I really do",AppStore,,,,swimup
1914,2021-12-09 13:54:33,No voice tutorials makes these videos useless.,1,No voice,AppStore,,,,swimup
